row,name,light_years_from_earth,stellar_magnitude,discovery_date,planet_type,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius,mass,radius,orbit_radius
134,EPIC 212424622 b,2031.0,13.354,2019,Neptune-like,18.1 days,0,EPIC 212424622,Transit,,0.0,13h29m19.54s,-14d21m34.1s,,1.11,,5.35,2.17,0
135,EPIC 212499991 b,932.0,13.552,2019,Super Earth,34.9 days,0,EPIC 212499991,Transit,,0.0,13h29m57.30s,-12d44m05.0s,,0.91,,3.19,1.6,0
136,EPIC 212587672 b,1053.0,12.487,2019,Super Earth,15.3 days,0,EPIC 212587672,Transit,,0.0,13h41m46.73s,-10d51m44.8s,,0.95,,1.46,1.12,0
137,EPIC 212737443 b,1133.0,14.836,2019,Neptune-like,13.6 days,0.2,EPIC 212737443,Transit,89.071,0.0,13h36m53.21s,-07d19m05.3s,4684.0,0.69,0.67,7.2,0.231,0.098
138,EPIC 212737443 c,1133.0,14.836,2019,Neptune-like,65.6 days,0.2,EPIC 212737443,Transit,89.63,0.0,13h36m53.21s,-07d19m05.3s,4684.0,0.69,0.67,7.7,0.24,0.28
139,EPIC 220554210 c,1638.0,14.042,2019,Super Earth,0.7 days,0,K2-282,Transit,,0.0,00h53m43.68s,+07d59m43.1s,,0.94,,2.79,1.48,0
140,EPIC 220674823 b,803.0,12.102,2016,Super Earth,0.6 days,0,EPIC 220674823,Transit,,0.0,00h52m19.15s,+10d47m40.9s,5617.0,0.97,0.98,7.72,1.82,0.0134
141,EPIC 220674823 c,803.0,12.102,2016,Neptune-like,13.3 days,0.18,EPIC 220674823,Transit,,0.0,00h52m19.15s,+10d47m40.9s,5617.0,0.97,0.98,5.8,0.244,0.1091
142,EPIC 246851721 b,1098.0,11.439,2018,Gas Giant,6.2 days,0,EPIC 246851721,Transit,86.21,3.1,05h15m40.74s,+16d16m43.5s,6202.0,1.32,1.59,3,1.051,0.07229
143,EPIC 248847494 b,1827.0,12.416,2018,Gas Giant,10 years,0,EPIC 248847494,Transit,89.87,0.0,10h37m33.42s,+11d50m33.8s,4898.0,0.9,2.7,13,1.11,4.5
144,EPIC 249893012 b,1058.0,11.428,2020,Super Earth,3.6 days,0.06,EPIC 249893012,Transit,86.14,6.39,15h12m59.57s,-16d43m28.3s,5430.0,1.05,1.71,8.75,1.95,0.047
145,EPIC 249893012 c,1058.0,11.428,2020,Neptune-like,15.6 days,0.07,EPIC 249893012,Transit,87.94,1.62,15h12m59.57s,-16d43m28.3s,5430.0,1.05,1.71,14.67,0.327,0.13
146,EPIC 249893012 d,1058.0,11.428,2020,Neptune-like,35.7 days,0.15,EPIC 249893012,Transit,89.47,0.91,15h12m59.57s,-16d43m28.3s,5430.0,1.05,1.71,10.18,0.352,0.22
147,Epsilon Coronae Borealis b,228.0,4.15,2012,Gas Giant,417.9 days,0.11,eps CrB,Radial Velocity,,0.0,15h57m35.25s,+26d52m40.4s,4406.0,1.7,21.0,6.7,1.13,1.3
148,Epsilon Eridani b,11.0,3.82,2000,Gas Giant,7.4 years,0.07,eps Eri,Radial Velocity,89.0,0.0,03h32m55.84s,-09d27m29.7s,,0.78,,0.78,1.24,3.39
149,Epsilon Indi A b,12.0,4.69,2019,Gas Giant,45.2 years,0.26,eps Ind A,Radial Velocity,64.25,0.0,22h03m21.66s,-56d47m09.5s,,0.75,,3.25,1.17,11.55
150,Epsilon Tauri b,161.0,3.54,2006,Gas Giant,1.6 years,0.15,eps Tau,Radial Velocity,,0.0,04h28m37.00s,+19d10m49.6s,4901.0,2.7,13.7,7.6,1.13,1.93
151,FU Tauri b,457.0,20.48,2008,Gas Giant,101250.8 years,0,FU Tau,Imaging,,0.0,04h23m35.74s,+25d02m59.6s,2838.0,0.05,,16,1.09,800.0
152,G 9-40 b,91.0,13.823,2019,Super Earth,5.7 days,0,G 9-40,Transit,88.57,0.0,08h58m52.35s,+21d04m33.8s,3348.0,0.29,0.31,4.76,2.025,0.0385
153,Gamma 1 Leonis b,126.0,1.98,2009,Gas Giant,428.5 days,0.14,gam 1 Leo,Radial Velocity,,0.0,10h19m58.36s,+19d50m29.4s,4330.0,1.23,31.88,8.78,1.12,1.19
154,Gamma Cephei b,44.0,3.21,2003,Gas Giant,2.5 years,0.05,gam Cep,Radial Velocity,,0.0,23h39m20.85s,+77d37m56.2s,,1.4,4.9,1.85,1.2,2.05
155,Gamma Librae b,155.0,3.91,2018,Gas Giant,415.2 days,0.21,gam Lib,Radial Velocity,,0.0,15h35m31.58s,-14d47m22.3s,4822.0,1.47,11.1,1.02,1.23,1.24
156,Gamma Librae c,155.0,3.91,2018,Gas Giant,2.6 years,0.06,gam Lib,Radial Velocity,,0.0,15h35m31.58s,-14d47m22.3s,4822.0,1.47,11.1,4.58,1.15,2.17
157,GJ 1061 b,12.0,13.06,2020,Super Earth,3.2 days,< 0.31,GJ 1061,Radial Velocity,,0.0,03h35m59.72s,-44d30m45.5s,2953.0,0.12,0.16,1.37,1.1,0.021
158,GJ 1061 c,12.0,13.06,2020,Super Earth,6.7 days,< 0.29,GJ 1061,Radial Velocity,,0.0,03h35m59.72s,-44d30m45.5s,2953.0,0.12,0.16,1.74,1.18,0.035
159,GJ 1061 d,12.0,13.06,2020,Super Earth,13 days,< 0.53,GJ 1061,Radial Velocity,,0.0,03h35m59.72s,-44d30m45.5s,2953.0,0.12,0.16,1.64,1.16,0.054
160,GJ 1132 b,41.0,13.49,2015,Super Earth,1.6 days,0.22,GJ 1132,Transit,,6.3,10h14m51.78s,-47d09m24.2s,3270.0,0.18,0.21,1.66,1.13,0.0153
161,GJ 1132 c,41.0,13.49,2018,Super Earth,8.9 days,< 0.27,GJ 1132,Radial Velocity,,0.0,10h14m51.78s,-47d09m24.2s,3270.0,0.18,0.21,2.64,1.43,0.0476
162,GJ 1148 b,36.0,11.92,2010,Gas Giant,41.4 days,0.38,GJ 1148,Radial Velocity,,0.0,11h41m44.63s,+42d45m07.1s,3264.0,0.35,0.4,0.30425,1.07,0.166
163,GJ 1148 c,36.0,11.92,2017,Gas Giant,1.5 years,0.34,GJ 1148,Radial Velocity,,0.0,11h41m44.63s,+42d45m07.1s,3264.0,0.35,0.4,0.21414,0.866,0.912
164,GJ 1214 b,48.0,15.1,2009,Neptune-like,1.6 days,0,GJ 1214,Transit,88.17,1.49,17h15m18.92s,+04d57m50.1s,3026.0,0.15,0.22,6.26125,0.254,0.01411
165,GJ 1252 b,66.0,12.193,2020,Super Earth,0.5 days,0,GJ 1252,Transit,85.0,0.0,20h27m42.06s,-56d27m25.2s,3458.0,0.38,0.39,2.09,1.193,0.00916
166,GJ 1265 b,33.0,13.57,2018,Neptune-like,3.7 days,0.04,GJ 1265,Radial Velocity,,0.0,22h13m42.88s,-17d41m08.8s,3236.0,0.18,0.19,7.4,0.234,0.026
167,GJ 143 b,53.0,7.87,2019,Neptune-like,35.6 days,0.19,GJ 143,Transit,89.33,7.0,03h26m59.22s,-63d29m56.8s,4640.0,0.73,0.69,22.7,0.233,0.1915
168,GJ 15 A b,12.0,8.08,2014,Super Earth,11.4 days,0.09,GJ 15 A,Radial Velocity,,0.0,00h18m22.89s,+44d01m22.6s,3607.0,0.38,0.38,3.03,1.55,0.072
169,GJ 15 A c,12.0,8.08,2018,Neptune-like,20.8 years,0.27,GJ 15 A,Radial Velocity,,0.0,00h18m22.89s,+44d01m22.6s,3607.0,0.38,0.38,36,0.595,5.4
170,GJ 160.2 b,84.0,9.68,2014,Neptune-like,5.2 days,0.06,GJ 160.2,Radial Velocity,,0.0,04h06m34.84s,-20d51m11.2s,4347.0,0.69,,10.2,0.283,0.053
171,GJ 163 b,49.0,11.81,2013,Neptune-like,8.6 days,0.07,GJ 163,Radial Velocity,,0.0,04h09m15.67s,-53d22m25.3s,3500.0,0.4,,10.6,0.29,0.0607
172,GJ 163 c,49.0,11.81,2013,Neptune-like,25.6 days,0.1,GJ 163,Radial Velocity,,0.0,04h09m15.67s,-53d22m25.3s,3500.0,0.4,,6.8,0.223,0.1254
173,GJ 163 d,49.0,11.81,2013,Neptune-like,1.7 years,0.37,GJ 163,Radial Velocity,,0.0,04h09m15.67s,-53d22m25.3s,3500.0,0.4,,29.4,0.528,1.0304
174,GJ 179 b,40.0,12.0,2009,Gas Giant,6.3 years,0.21,GJ 179,Radial Velocity,,0.0,04h52m05.73s,+06d28m35.5s,3370.0,0.36,0.38,0.82,1.24,2.41
175,GJ 180 b,39.0,10.91,2014,Neptune-like,17.1 days,0.07,GJ 180,Radial Velocity,,0.0,04h53m49.98s,-17d46m24.3s,,0.43,,6.49,0.217,0.092
176,GJ 180 c,39.0,10.91,2014,Neptune-like,24.3 days,0.09,GJ 180,Radial Velocity,,0.0,04h53m49.98s,-17d46m24.3s,,0.43,,6.4,0.215,0.129
177,GJ 180 d,39.0,10.91,2020,Neptune-like,106.3 days,0.14,GJ 180,Radial Velocity,,0.0,04h53m49.98s,-17d46m24.3s,,0.43,,7.56,0.237,0.309
178,GJ 2056 b,93.0,10.37,2020,Neptune-like,70 days,0.72,GJ 2056,Radial Velocity,,0.0,07h12m04.81s,-24d53m31.5s,,0.62,,16.2,0.372,0.283
179,GJ 229 A c,19.0,8.14,2020,Neptune-like,122 days,0.19,GJ 229,Radial Velocity,,0.0,06h10m34.62s,-21d51m52.7s,,0.58,,7.268,0.232,0.339
180,GJ 229 b,19.0,8.14,2014,Neptune-like,1.4 years,0.1,GJ 229,Radial Velocity,,0.0,06h10m34.62s,-21d51m52.7s,,0.58,,8.478,0.254,0.898
181,GJ 27.1 b,77.0,11.42,2014,Neptune-like,15.8 days,0.08,GJ 27.1,Radial Velocity,,0.0,00h39m58.82s,-44d15m11.6s,3542.0,0.53,,13,0.327,0.101
182,GJ 273 b,12.0,9.872,2017,Super Earth,18.6 days,0.1,GJ 273,Radial Velocity,,0.0,07h27m24.50s,+05d13m32.8s,3382.0,0.29,0.29,2.89,1.51,0.091101
183,GJ 273 c,12.0,9.872,2017,Super Earth,4.7 days,0.17,GJ 273,Radial Velocity,,0.0,07h27m24.50s,+05d13m32.8s,3382.0,0.29,0.29,1.18,1.06,0.036467
184,GJ 3021 b,57.0,6.59,2000,Gas Giant,133.7 days,0.51,GJ 3021,Radial Velocity,,0.0,00h16m12.68s,-79d51m04.3s,5540.0,0.9,0.9,3.37,1.17,0.49
185,GJ 3082 b,54.0,11.077,2020,Neptune-like,11.9 days,0.22,GJ 3082,Radial Velocity,,0.0,01h14m34.20s,-53d56m31.6s,,0.47,,8.2,0.249,0.079
186,GJ 3138 b,93.0,10.98,2017,Super Earth,1.2 days,0.19,GJ 3138,Radial Velocity,,0.0,02h09m10.90s,-16d20m22.5s,3717.0,0.68,0.5,1.78,1.18,0.0197
187,GJ 3138 c,93.0,10.98,2017,Super Earth,6 days,0.11,GJ 3138,Radial Velocity,,0.0,02h09m10.90s,-16d20m22.5s,3717.0,0.68,0.5,4.18,1.88,0.057
188,GJ 3138 d,93.0,10.98,2017,Neptune-like,257.8 days,0.32,GJ 3138,Radial Velocity,,0.0,02h09m10.90s,-16d20m22.5s,3717.0,0.68,0.5,10.5,0.288,0.698
189,GJ 317 b,49.0,11.97,2007,Gas Giant,1.9 years,0.07,GJ 317,Radial Velocity,,0.0,08h40m59.22s,-23d27m22.6s,,0.42,,2.5,1.18,1.151
190,GJ 317 c,49.0,11.97,2018,Gas Giant,18.5 years,0.17,GJ 317,Radial Velocity,,0.0,08h40m59.22s,-23d27m22.6s,,0.42,,1.64396,1.2,5.23
191,GJ 328 b,67.0,9.97,2013,Gas Giant,11.2 years,0.37,GJ 328,Radial Velocity,,0.0,08h55m07.62s,+01d32m47.4s,3900.0,0.69,,2.3,1.19,4.5
192,GJ 3293 b,66.0,11.962,2015,Neptune-like,30.6 days,0.06,GJ 3293,Radial Velocity,,0.0,04h28m35.72s,-25d10m09.5s,3466.0,0.42,0.4,23.54,0.463,0.14339
193,GJ 3293 c,66.0,11.962,2015,Neptune-like,122.6 days,0.11,GJ 3293,Radial Velocity,,0.0,04h28m35.72s,-25d10m09.5s,3466.0,0.42,0.4,21.09,0.434,0.36175
194,GJ 3293 d,66.0,11.962,2017,Neptune-like,48.1 days,0.12,GJ 3293,Radial Velocity,,0.0,04h28m35.72s,-25d10m09.5s,3466.0,0.42,0.4,7.6,0.238,0.19394
195,GJ 3293 e,66.0,11.962,2017,Super Earth,13.3 days,0.21,GJ 3293,Radial Velocity,,0.0,04h28m35.72s,-25d10m09.5s,3466.0,0.42,0.4,3.28,1.63,0.08208
196,GJ 3323 b,17.0,12.22,2017,Super Earth,5.4 days,0.23,GJ 3323,Radial Velocity,,0.0,05h01m57.43s,-06d56m46.5s,3159.0,0.16,0.12,2.02,1.23,0.03282
197,GJ 3323 c,17.0,12.22,2017,Super Earth,40.5 days,0.17,GJ 3323,Radial Velocity,,0.0,05h01m57.43s,-06d56m46.5s,3159.0,0.16,0.12,2.31,1.32,0.1264
198,GJ 3341 b,76.0,12.08,2015,Neptune-like,14.2 days,0.31,GJ 3341,Radial Velocity,,0.0,05h15m46.72s,-31d17m45.4s,3526.0,0.47,0.44,6.6,0.219,0.089
199,GJ 338 B b,21.0,7.7,2020,Neptune-like,24.5 days,0.11,GJ 338 B,Radial Velocity,,0.0,09h14m24.70s,+52d41m10.9s,4005.0,0.64,0.58,10.27,0.284,0.141
200,GJ 3470 b,96.0,12.33,2012,Neptune-like,3.3 days,0.02,GJ 3470,Radial Velocity,89.13,0.8,07h59m05.84s,+15d23m29.4s,3600.0,0.54,0.55,13.9,0.408,0.0355
201,GJ 3512 b,31.0,15.05,2019,Gas Giant,203.6 days,0.44,GJ 3512,Radial Velocity,,0.0,08h41m20.13s,+59d29m50.6s,3081.0,0.12,0.14,0.463,1.27,0.338
202,GJ 357 b,31.0,10.92,2019,Super Earth,3.9 days,0,GJ 357,Transit,89.12,5.6,09h36m01.64s,-21d39m38.9s,3505.0,0.34,0.34,1.84,1.217,0.035
203,GJ 357 c,31.0,10.92,2019,Super Earth,9.1 days,0,GJ 357,Radial Velocity,,0.0,09h36m01.64s,-21d39m38.9s,3505.0,0.34,0.34,3.4,1.66,0.061
204,GJ 357 d,31.0,10.92,2019,Neptune-like,55.7 days,0,GJ 357,Radial Velocity,,0.0,09h36m01.64s,-21d39m38.9s,3505.0,0.34,0.34,6.1,0.209,0.204
205,GJ 3634 b,65.0,11.93,2010,Neptune-like,2.6 days,0.08,GJ 3634,Radial Velocity,59.0,0.0,10h58m35.10s,-31d08m38.4s,,0.45,0.43,8.4,0.253,0.0287
206,GJ 3779 b,45.0,12.96,2018,Neptune-like,3 days,0.07,GJ 3779,Radial Velocity,,0.0,13h22m56.74s,+24d28m03.5s,3324.0,0.27,0.28,8,0.245,0.026
207,GJ 3942 b,55.0,10.25,2017,Neptune-like,6.9 days,0.12,GJ 3942,Radial Velocity,,0.0,16h09m03.14s,+52d56m37.9s,3867.0,0.63,0.61,7.14,0.229,0.0608
208,GJ 3998 b,59.0,10.83,2016,Super Earth,2.6 days,0,GJ 3998,Radial Velocity,,0.0,17h16m00.64s,+11d03m27.6s,3722.0,0.5,0.49,2.47,1.38,0.029
209,GJ 3998 c,59.0,10.83,2016,Neptune-like,13.7 days,0.05,GJ 3998,Radial Velocity,,0.0,17h16m00.64s,+11d03m27.6s,3722.0,0.5,0.49,6.26,0.212,0.089
210,GJ 411 b,8.0,7.49,2019,Super Earth,13 days,0.22,GJ 411,Radial Velocity,,0.0,11h03m20.19s,+35d58m11.6s,3563.0,0.39,0.39,2.99,1.54,0.0785
211,GJ 422 b,41.0,11.55,2014,Neptune-like,20.1 days,0.11,GJ 422,Radial Velocity,,0.0,11h16m00.21s,-57d32m51.6s,,0.35,,11.07,0.297,0.111
212,GJ 4276 b,70.0,11.66,2019,Neptune-like,13.4 days,0.37,GJ 4276,Radial Velocity,,0.0,22h25m17.05s,+59d24m49.8s,3387.0,0.41,0.41,16.57,0.377,0.082
213,GJ 433 b,30.0,9.806,2011,Neptune-like,7.4 days,0.04,GJ 433,Radial Velocity,,0.0,11h35m26.95s,-32d32m23.9s,,0.48,,6.043,0.208,0.062
214,GJ 433 c,30.0,9.806,2014,Neptune-like,14 years,0.12,GJ 433,Radial Velocity,,0.0,11h35m26.95s,-32d32m23.9s,,0.48,,32.422,0.56,4.819
215,GJ 433 d,30.0,9.806,2020,Neptune-like,36.1 days,0.07,GJ 433,Radial Velocity,,0.0,11h35m26.95s,-32d32m23.9s,,0.48,,5.223,2.14,0.178
216,GJ 436 b,32.0,10.67,2004,Neptune-like,2.6 days,0.14,GJ 436,Radial Velocity,86.44,1.8,11h42m11.09s,+26d42m23.7s,,0.47,0.46,22.1,0.372,0.0291
217,GJ 480 b,46.0,11.51,2020,Neptune-like,9.6 days,0.1,GJ 480,Radial Velocity,,0.0,12h38m52.44s,+11d41m46.2s,,0.45,,13.2,0.33,0.068
218,GJ 504 b,57.0,5.22,2013,Gas Giant,259.9 years,0,GJ 504,Imaging,,0.0,13h16m46.52s,+09d25m27.0s,6234.0,1.22,,4,1.16,43.5
219,GJ 536 b,34.0,9.72,2016,Neptune-like,8.7 days,0.08,GJ 536,Radial Velocity,,0.0,14h01m03.19s,-02d39m17.5s,3685.0,0.52,0.5,5.36,2.17,0.06661
220,GJ 581 b,21.0,10.56,2005,Neptune-like,5.4 days,0,GJ 581,Radial Velocity,,0.0,15h19m26.82s,-07d43m20.2s,,0.31,0.29,15.8,0.366,0.04061
221,GJ 581 c,21.0,10.56,2007,Neptune-like,12.9 days,0,GJ 581,Radial Velocity,,0.0,15h19m26.82s,-07d43m20.2s,,0.31,0.29,5.5,2.21,0.0721
222,GJ 581 e,21.0,10.56,2009,Super Earth,3.1 days,0,GJ 581,Radial Velocity,,0.0,15h19m26.82s,-07d43m20.2s,,0.31,0.29,1.7,1.17,0.02815
223,GJ 625 b,21.0,10.1,2017,Super Earth,14.6 days,0.13,GJ 625,Radial Velocity,,0.0,16h25m24.62s,+54d18m14.8s,3499.0,0.3,0.31,2.82,1.49,0.078361
224,GJ 649 b,34.0,9.69,2009,Gas Giant,1.6 years,0.3,GJ 649,Radial Velocity,,0.0,16h58m08.85s,+25d44m39.0s,3700.0,0.54,,0.328,1.11,1.135
225,GJ 667 C b,22.0,10.22,2011,Neptune-like,7.2 days,0.13,GJ 667 C,Radial Velocity,,0.0,17h18m58.82s,-34d59m48.6s,3350.0,0.33,,5.6,2.23,0.0505
226,GJ 667 C c,22.0,10.22,2011,Super Earth,28.1 days,0.02,GJ 667 C,Radial Velocity,,0.0,17h18m58.82s,-34d59m48.6s,3350.0,0.33,,3.8,1.77,0.125
227,GJ 667 C e,22.0,10.22,2013,Super Earth,62.2 days,0.02,GJ 667 C,Radial Velocity,,0.0,17h18m58.82s,-34d59m48.6s,3350.0,0.33,,2.7,1.45,0.213
228,GJ 667 C f,22.0,10.22,2013,Super Earth,39 days,0.03,GJ 667 C,Radial Velocity,,0.0,17h18m58.82s,-34d59m48.6s,3350.0,0.33,,2.7,1.45,0.156
229,GJ 667 C g,22.0,10.22,2013,Super Earth,256.2 days,0.08,GJ 667 C,Radial Velocity,,0.0,17h18m58.82s,-34d59m48.6s,3350.0,0.33,,4.6,1.99,0.549
230,GJ 674 b,15.0,9.37,2007,Neptune-like,4.7 days,0.2,GJ 674,Radial Velocity,,0.0,17h28m39.95s,-46d53m42.7s,3600.0,0.35,,11.09,0.297,0.039
231,GJ 676 A b,52.0,9.58,2010,Gas Giant,2.9 years,0.33,GJ 676 A,Radial Velocity,,0.0,17h30m11.21s,-51d38m13.1s,3734.0,0.73,0.69,6.7,1.13,1.82
232,GJ 676 A c,52.0,9.58,2016,Gas Giant,20.1 years,0,GJ 676 A,Radial Velocity,,0.0,17h30m11.21s,-51d38m13.1s,3734.0,0.73,0.69,6.8,1.13,6.6
233,GJ 676 A d,52.0,9.58,2012,Super Earth,3.6 days,0.26,GJ 676 A,Radial Velocity,,0.0,17h30m11.21s,-51d38m13.1s,3734.0,0.73,0.69,4.4,1.93,0.0413
234,GJ 676 A e,52.0,9.58,2012,Neptune-like,35.4 days,0.13,GJ 676 A,Radial Velocity,,0.0,17h30m11.21s,-51d38m13.1s,3734.0,0.73,0.69,8.1,0.247,0.187
235,GJ 682 b,16.0,10.97,2014,Super Earth,17.5 days,0.08,GJ 682,Radial Velocity,,0.0,17h37m03.66s,-44d19m09.2s,3028.0,0.27,,4.4,1.93,0.08
236,GJ 682 c,16.0,10.97,2014,Neptune-like,57.3 days,0.1,GJ 682,Radial Velocity,,0.0,17h37m03.66s,-44d19m09.2s,3028.0,0.27,,8.7,0.258,0.176
237,GJ 685 b,47.0,9.97,2019,Neptune-like,24.2 days,0,GJ 685,Radial Velocity,,0.0,17h35m34.48s,+61d40m53.6s,3816.0,0.55,0.54,9,0.263,0.1344
238,GJ 687 b,15.0,9.15,2014,Neptune-like,38.1 days,0.17,GJ 687,Radial Velocity,,0.0,17h36m25.90s,+68d20m20.9s,,0.4,,17.2,0.385,0.163
239,GJ 687 c,15.0,9.15,2020,Neptune-like,2 years,0.4,GJ 687,Radial Velocity,,0.0,17h36m25.90s,+68d20m20.9s,,0.4,,16,0.369,1.165
240,GJ 832 b,16.0,8.66,2008,Gas Giant,10 years,0.08,GJ 832,Radial Velocity,,0.0,21h33m33.98s,-49d00m32.4s,3472.0,0.45,,0.68,1.25,3.56
241,GJ 832 c,16.0,8.66,2014,Neptune-like,35.7 days,0.18,GJ 832,Radial Velocity,,0.0,21h33m33.98s,-49d00m32.4s,3472.0,0.45,,5.4,2.18,0.163
242,GJ 849 b,29.0,10.37,2006,Gas Giant,5.2 years,0.04,GJ 849,Radial Velocity,,0.0,22h09m40.35s,-04d38m26.6s,3241.0,0.65,0.53,1,1.23,2.35
243,GJ 86 b,35.0,6.12,1999,Gas Giant,15.8 days,0.04,GJ 86,Radial Velocity,,0.0,02h10m25.93s,-50d49m25.4s,5182.0,0.93,0.77,4.42,1.15,0.11
244,GJ 876 b,15.0,10.191,1998,Gas Giant,61.1 days,0.03,GJ 876,Radial Velocity,59.0,0.0,22h53m16.74s,-14d15m49.3s,,0.32,0.3,2.2756,1.19,0.208317
245,GJ 876 c,15.0,10.191,2000,Gas Giant,30.1 days,0.26,GJ 876,Radial Velocity,59.0,0.0,22h53m16.74s,-14d15m49.3s,,0.32,0.3,0.7142,1.25,0.12959
246,GJ 876 d,15.0,10.191,2005,Neptune-like,1.9 days,0.21,GJ 876,Radial Velocity,59.0,0.0,22h53m16.74s,-14d15m49.3s,,0.32,0.3,6.83,0.224,0.020807
247,GJ 876 e,15.0,10.191,2010,Neptune-like,124.3 days,0.06,GJ 876,Radial Velocity,59.0,0.0,22h53m16.74s,-14d15m49.3s,,0.32,0.3,14.6,0.35,0.3343
248,GJ 887 b,11.0,7.335,2020,Super Earth,9.3 days,0,GJ 887,Radial Velocity,,0.0,23h05m52.04s,-35d51m11.0s,3688.0,0.49,0.47,4.2,1.88,0.068
249,GJ 887 c,11.0,7.335,2020,Neptune-like,21.8 days,0,GJ 887,Radial Velocity,,0.0,23h05m52.04s,-35d51m11.0s,3688.0,0.49,0.47,7.6,0.238,0.12
250,GJ 9066 b,15.0,12.27,2020,Neptune-like,241.9 days,0.18,GJ 9066,Radial Velocity,,0.0,02h00m12.96s,+13d03m07.1s,,0.15,,30.9,0.544,0.403
251,GJ 9066 c,15.0,12.27,2020,Gas Giant,2.1 years,0.33,GJ 9066,Radial Velocity,,0.0,02h00m12.96s,+13d03m07.1s,,0.15,,0.22528,0.892,0.87
252,GJ 96 b,39.0,9.345,2018,Neptune-like,73.9 days,0.44,GJ 96,Radial Velocity,,0.0,02h22m14.64s,+47d52m48.1s,3785.0,0.6,,19.66,0.417,0.291
253,GJ 9827 b,97.0,10.25,2017,Super Earth,1.2 days,0,GJ 9827,Transit,86.07,6.93,23h27m04.83s,-01d17m10.6s,4340.0,0.61,0.6,4.91,1.577,0.0188
254,GJ 9827 c,97.0,10.25,2017,Super Earth,3.6 days,0,GJ 9827,Transit,88.19,2.42,23h27m04.83s,-01d17m10.6s,4340.0,0.61,0.6,0.84,1.241,0.03925
255,GJ 9827 d,97.0,10.25,2017,Neptune-like,6.2 days,0,GJ 9827,Transit,87.443,2.69,23h27m04.83s,-01d17m10.6s,4340.0,0.61,0.6,4.04,2.022,0.05591
256,Gl 378 b,49.0,10.19,2019,Neptune-like,3.8 days,0.11,Gl 378,Radial Velocity,,0.0,10h02m21.75s,+48d05m19.7s,3879.0,0.56,0.56,13.02,0.327,0.039435
257,Gl 49 b,32.0,9.56,2019,Neptune-like,13.9 days,0.36,Gl 49,Radial Velocity,,0.0,01h02m38.87s,+62d20m42.2s,3805.0,0.52,0.51,5.63,0.2,0.0905
258,Gl 686 b,27.0,9.577,2018,Neptune-like,15.5 days,0.08,Gl 686,Radial Velocity,,0.0,17h37m53.35s,+18d35m30.2s,3663.0,0.42,0.42,6.64,0.22,0.0917
259,GQ Lupi b,495.0,12.43,2004,Gas Giant,1195.9 years,0,GQ Lup,Imaging,,0.0,15h49m12.10s,-35d39m05.1s,,0.7,,20,3.0,100.0
260,GSC 06214-00210 b,473.0,12.375,2010,Gas Giant,6037.4 years,0,GSC 06214-00210,Imaging,,0.0,16h21m54.67s,-20d43m09.1s,4200.0,0.9,,16,1.8,320.0
261,GU Piscium b,157.0,13.55,2014,Gas Giant,155788.8 years,0,GU Psc,Imaging,,0.0,01h12m35.04s,+17d03m55.7s,,0.33,,11.3,1.265,2000.0
262,HAT-P-11 b,123.0,9.151,2008,Neptune-like,4.9 days,0.22,HAT-P-1,Transit,85.634,0.282,22h57m46.83s,+38d40m29.8s,5980.0,1.15,1.17,26.69772,0.389,0.05254
263,HAT-P-11 c,123.0,9.151,2018,Gas Giant,9.3 years,0.6,HAT-P-11,Transit,,0.0,19h50m50.24s,+48d04m51.1s,4780.0,0.81,0.68,2.3,1.19,4.13
264,HAT-P-12 b,465.0,12.84,2009,Gas Giant,3.2 days,0,HAT-P-11,Radial Velocity,,0.0,19h50m50.24s,+48d04m51.1s,4780.0,0.81,0.68,0.211,0.959,0.0384
265,HAT-P-13 b,698.0,10.622,2009,Gas Giant,2.9 days,0.01,HAT-P-12,Transit,89.0,0.3192,13h57m33.48s,+43d29m36.7s,4650.0,0.73,0.7,0.851,1.272,0.04383
266,HAT-P-13 c,698.0,10.622,2009,Gas Giant,446.3 days,0.66,HAT-P-13,Transit,83.4,0.0,08h39m31.81s,+47d21m07.4s,5653.0,1.22,1.56,14.28,1.1,1.258
267,HAT-P-14 b,731.0,9.98,2010,Gas Giant,4.6 days,0.11,HAT-P-13,Radial Velocity,,0.0,08h39m31.81s,+47d21m07.4s,5653.0,1.22,1.56,3.44,1.42,0.0596
268,HAT-P-15 b,631.0,12.16,2010,Gas Giant,10.9 days,0.19,HAT-P-14,Transit,83.5,0.0,17h20m27.88s,+38d14m31.8s,6600.0,2.65,1.82,1.94,1.06,0.0965
269,HAT-P-16 b,767.0,10.812,2010,Gas Giant,2.8 days,0.04,HAT-P-15,Transit,89.1,0.0,04h24m59.53s,+39d27m38.3s,5568.0,1.0,1.07,4.193,1.289,0.0413
270,HAT-P-17 b,302.0,10.54,2010,Gas Giant,10.3 days,0.35,HAT-P-16,Transit,86.6,2.42,00h38m17.56s,+42d27m47.1s,6158.0,1.22,1.24,0.58,1.05,0.0882
271,HAT-P-17 c,302.0,10.54,2010,Gas Giant,15.3 years,0.39,HAT-P-17,Transit,89.2,0.0,21h38m08.74s,+30d29m19.4s,5246.0,0.99,0.87,3.4,1.17,5.6
